iter	Passed	Remaining
486	3235	3408
487	3240	3399
488	3247	3393
489	3251	3384
490	3258	3378
491	3263	3369
492	3268	3361
493	3272	3352
494	3280	3346
495	3285	3338
496	3292	3332
497	3298	3324
498	3304	3317
499	3309	3309
500	3314	3300
501	3322	3296
502	3328	3289
503	3333	3280
504	3339	3273
505	3352	3272
506	3362	3269
507	3368	3262
508	3374	3255
509	3379	3247
510	3385	3239
511	3393	3234
512	3398	3226
513	3413	3227
514	3422	3222
515	3433	3220
516	3441	3215
517	3446	3206
518	3451	3198
519	3457	3191
520	3463	3184
521	3469	3177
522	3475	3170
523	3485	3166
524	3492	3159
525	3499	3153
526	3506	3146
527	3512	3139
528	3520	3134
529	3525	3126
530	3531	3119
531	3536	3111
532	3542	3104
533	3548	3096
534	3554	3089
535	3560	3081
536	3566	3074
537	3571	3067
538	3577	3060
539	3583	3052
540	3588	3044
541	3594	3037
542	3600	3029
543	3605	3022
544	3612	3016
545	3621	3010
546	3627	3004
547	3634	2997
548	3641	2991
549	3651	2987
550	3658	2981
551	3663	2973
552	3669	2966
553	3679	2961
554	3685	2955
555	3693	2949
556	3699	2942
557	3704	2934
558	3710	2927
559	3715	2919
560	3723	2913
561	3729	2906
562	3738	2901
563	3748	2897
564	3757	2892
565	3768	2889
566	3775	2883
567	3784	2878
568	3792	2872
569	3810	2874
570	3821	2870
571	3830	2866
572	3841	2862
573	3850	2857
574	3862	2854
575	3868	2848
576	3875	2841
577	3884	2836
578	3889	2828
579	3895	2820
580	3901	2813
581	3906	2805
582	3911	2797
583	3917	2790
584	3923	2783
585	3928	2775
586	3934	2768
587	3939	2760
588	3945	2752
589	3951	2745
590	3956	2737
591	3961	2730
592	3968	2723
593	3975	2717
594	3983	2711
595	3989	2704
596	3994	2696
597	3999	2688
598	4007	2682
599	4014	2676
600	4020	2669
601	4025	2661
602	4032	2654
603	4038	2648
604	4046	2641
605	4053	2635
606	4061	2629
607	4068	2622
608	4076	2617
609	4089	2614
610	4096	2608
611	4104	2602
612	4111	2595
613	4125	2593
614	4131	2586
615	4138	2579
616	4146	2573
617	4154	2567
618	4160	2560
619	4166	2553
620	4178	2550
621	4184	2542
622	4193	2537
623	4199	2530
624	4207	2524
625	4212	2517
626	4223	2512
627	4230	2505
628	4244	2503
629	4255	2499
630	4262	2492
631	4271	2487
632	4287	2485
633	4297	2480
634	4304	2474
635	4309	2466
636	4315	2459
637	4323	2453
638	4329	2445
639	4338	2440
640	4343	2432
641	4351	2426
642	4358	2419
643	4364	2412
644	4370	2405
645	4376	2398
646	4382	2391
647	4389	2384
648	4395	2377
649	4401	2369
650	4407	2362
651	4412	2355
652	4428	2353
653	4439	2348
654	4445	2341
655	4450	2333
656	4456	2326
657	4464	2320
658	4469	2312
659	4474	2305
660	4481	2298
661	4491	2293
662	4498	2286
663	4504	2279
664	4513	2273
665	4519	2266
666	4526	2259
667	4532	2252
668	4537	2245
669	4544	2238
670	4550	2231
671	4557	2224
672	4564	2217
673	4568	2209
674	4576	2203
675	4580	2195
676	4586	2188
677	4593	2181
678	4599	2174
679	4604	2166
680	4613	2161
681	4619	2154
682	4625	2146
683	4631	2139
684	4638	2133
685	4645	2126
686	4650	2118
687	4657	2112
688	4663	2105
689	4671	2098
690	4677	2091
691	4684	2085
692	4693	2079
693	4700	2072
694	4706	2065
695	4710	2057
696	4720	2052
697	4726	2044
698	4733	2038
699	4740	2031
700	4745	2024
701	4751	2017
702	4762	2011
703	4769	2005
704	4776	1998
705	4783	1992
706	4791	1985
707	4799	1979
708	4804	1972
709	4814	1966
710	4819	1959
711	4826	1952
712	4835	1946
713	4840	1938
714	4845	1931
715	4851	1924
716	4857	1917
717	4865	1910
718	4870	1903
719	4887	1900
720	4898	1895
721	4906	1889
722	4912	1881
723	4918	1874
724	4922	1867
725	4931	1861
726	4937	1854
727	4943	1847
728	4950	1840
729	4955	1832
730	4961	1825
731	4969	1819
732	4974	1812
733	4979	1804
734	4984	1797
735	4994	1791
736	5003	1785
737	5011	1779
738	5018	1772
739	5024	1765
740	5029	1757
741	5036	1751
742	5042	1744
743	5047	1736
744	5053	1729
745	5063	1723
746	5070	1717
747	5075	1709
748	5084	1703
749	5090	1696
750	5095	1689
751	5103	1682
752	5109	1676
753	5117	1669
754	5126	1663
755	5132	1656
756	5140	1650
757	5147	1643
758	5155	1637
759	5160	1629
760	5165	1622
761	5177	1617
762	5185	1610
763	5190	1603
764	5199	1597
765	5215	1593
766	5229	1588
767	5245	1584
768	5251	1577
769	5259	1570
770	5266	1564
771	5273	1557
772	5280	1550
773	5287	1543
774	5291	1536
775	5298	1529
776	5303	1522
777	5309	1515
778	5315	1507
779	5320	1500
780	5326	1493
781	5331	1486
782	5337	1479
783	5344	1472
784	5349	1465
785	5355	1458
786	5366	1452
787	5372	1445
788	5379	1438
789	5383	1431
790	5389	1424
791	5395	1417
792	5400	1409
793	5407	1402
794	5415	1396
795	5422	1389
796	5428	1382
797	5436	1376
798	5444	1369
799	5450	1362
800	5455	1355
801	5463	1348
802	5467	1341
803	5475	1334
804	5480	1327
805	5487	1320
806	5495	1314
807	5504	1307
808	5511	1301
809	5517	1294
810	5524	1287
811	5528	1280
812	5534	1273
813	5542	1266
814	5548	1259
815	5555	1252
816	5562	1245
817	5567	1238
818	5575	1232
819	5581	1225
820	5588	1218
821	5592	1211
822	5597	1203
823	5604	1197
824	5611	1190
825	5617	1183
826	5622	1176
827	5628	1169
828	5634	1162
829	5641	1155
830	5650	1149
831	5658	1142
832	5663	1135
833	5669	1128
834	5677	1121
835	5683	1114
836	5688	1107
837	5694	1100
838	5700	1093
839	5706	1086
840	5713	1080
841	5717	1072
842	5726	1066
843	5733	1059
844	5737	1052
845	5745	1045
846	5752	1039
847	5758	1032
848	5765	1025
849	5771	1018
850	5779	1011
851	5784	1004
852	5792	998
853	5797	991
854	5805	984
855	5813	977
856	5821	971
857	5828	964
858	5845	959
859	5856	953
860	5865	946
861	5870	939
862	5877	933
863	5883	926
864	5889	919
865	5893	911
866	5899	905
867	5904	897
868	5911	891
869	5917	884
870	5924	877
871	5931	870
872	5935	863
873	5942	856
874	5949	849
875	5954	842
876	5960	835
877	5966	829
878	5972	822
879	5979	815
880	5985	808
881	6006	803
882	6018	797
883	6026	790
884	6031	783
885	6038	776
886	6055	771
887	6065	764
888	6071	758
889	6073	750
890	6078	743
891	6085	736
892	6091	729
893	6095	722
894	6102	715
895	6106	708
896	6111	701
897	6119	695
898	6124	688
899	6131	681
900	6139	674
901	6144	667
902	6151	660
903	6157	653
904	6166	647
905	6170	640
906	6176	633
907	6182	626
908	6188	619
909	6193	612
910	6200	605
911	6205	598
912	6210	591
913	6215	584
914	6224	578
915	6230	571
916	6237	564
917	6244	557
918	6250	550
919	6256	544
920	6262	537
921	6271	530
922	6279	523
923	6287	517
924	6294	510
925	6311	504
926	6319	497
927	6328	490
928	6333	484
929	6340	477
930	6346	470
931	6350	463
932	6357	456
933	6362	449
934	6370	442
935	6377	436
936	6381	429
937	6389	422
938	6395	415
939	6400	408
940	6406	401
941	6411	394
942	6416	387
943	6424	381
944	6429	374
945	6435	367
946	6440	360
947	6447	353
948	6455	346
949	6462	340
950	6468	333
951	6474	326
952	6479	319
953	6486	312
954	6493	305
955	6499	299
956	6505	292
957	6510	285
958	6516	278
959	6532	272
960	6542	265
961	6549	258
962	6554	251
963	6561	245
964	6567	238
965	6572	231
966	6577	224
967	6582	217
968	6586	210
969	6596	204
970	6601	197
971	6617	190
972	6625	183
973	6635	177
974	6640	170
975	6648	163
976	6654	156
977	6661	149
978	6667	143
979	6674	136
980	6681	129
981	6687	122
982	6696	115
983	6702	108
984	6710	102
985	6716	95
986	6720	88
987	6726	81
988	6732	74
989	6739	68
990	6745	61
991	6761	54
992	6773	47
993	6779	40
994	6784	34
995	6791	27
996	6809	20
997	6820	13
998	6828	6
999	6833	0
