iter	MultiClass
0	1.023692615
1	0.9688576741
2	0.9147024647
3	0.8650201765
4	0.8240281894
5	0.7860938286
6	0.7539257017
7	0.7144367574
8	0.6857588623
9	0.6593441855
10	0.6345082603
11	0.6083153562
12	0.584064122
13	0.5613841813
14	0.5403169109
15	0.5211169047
16	0.5060896584
17	0.4907535854
18	0.4774098996
19	0.4638717991
20	0.4493343721
21	0.4372664975
22	0.4252438562
23	0.413870707
24	0.4012433965
25	0.3892663512
26	0.3782588325
27	0.3677383629
28	0.3570365367
29	0.348580374
30	0.3413793548
31	0.334527298
32	0.3279956537
33	0.3193205069
34	0.3114547699
35	0.3048663449
36	0.299305257
37	0.2936428568
38	0.2877789383
39	0.2828593461
40	0.2765732124
41	0.270112422
42	0.2642647502
43	0.2595589954
44	0.2545494498
45	0.2501650502
46	0.2468283779
47	0.2418113513
48	0.2380292039
49	0.2340759406
50	0.23035934
51	0.2263780174
52	0.2229385317
53	0.220666782
54	0.2172399526
55	0.2135141328
56	0.2102420532
57	0.206643725
58	0.2036354615
59	0.200918984
60	0.1967362893
61	0.1942939288
62	0.1915244758
63	0.189042154
64	0.1857480014
65	0.1825060193
66	0.1794182418
67	0.176723363
68	0.1747234985
69	0.17192719
70	0.1690990626
71	0.1660409115
72	0.1636320649
73	0.1621359508
74	0.1602764134
75	0.1577358319
76	0.1558594128
77	0.1539638283
78	0.1523540556
79	0.1503019341
80	0.1481914213
81	0.1464908271
82	0.1443812602
83	0.1424873849
84	0.1406471485
85	0.1388878046
86	0.1370321154
87	0.1352736395
88	0.1336314918
89	0.1320255217
90	0.1309452891
91	0.1291934495
92	0.1277295836
93	0.1262884075
94	0.1249705328
95	0.1235794857
96	0.1221316298
97	0.1205001122
98	0.1196192978
99	0.1183777022
100	0.1171251879
101	0.1155724036
102	0.1144084575
103	0.1133358966
104	0.1119664383
105	0.1106210359
106	0.1094145887
107	0.108239138
108	0.1069371405
109	0.1055066854
110	0.1042517054
111	0.1030485575
112	0.101782902
113	0.1003091842
114	0.09934473325
115	0.09829321804
116	0.09749546381
117	0.09635362826
118	0.09547744503
119	0.09450045165
120	0.09347636086
121	0.09259328445
122	0.0916835249
123	0.09056951707
124	0.08969284444
125	0.08894997063
126	0.08797480005
127	0.08718894815
128	0.08648746632
129	0.08570158889
130	0.08485349004
131	0.08407087307
132	0.08337150149
133	0.08264161013
134	0.08201292507
135	0.0811875772
136	0.08060476339
137	0.08020471307
138	0.07955676093
139	0.07902856876
140	0.0782331479
141	0.07767440791
142	0.07722593754
143	0.07638001488
144	0.07573717177
145	0.07510858749
146	0.07453543844
147	0.07405799813
148	0.07354122633
149	0.0731115268
150	0.07255211343
151	0.07212082877
152	0.07152782998
153	0.07101834174
154	0.07057908461
155	0.07016893796
156	0.06970932303
157	0.06909074684
158	0.06842218194
159	0.06801322294
160	0.06747262294
161	0.06676745206
162	0.06632036403
163	0.06605127444
164	0.06560467626
165	0.06512143784
166	0.06440256171
167	0.06385510254
168	0.06348144795
169	0.06285232838
170	0.06238036177
171	0.06199998656
172	0.06156977907
173	0.0611434825
174	0.06083130643
175	0.0603683331
176	0.05999109901
177	0.05951987569
178	0.0591375702
179	0.05881665097
180	0.05824415658
181	0.05794384669
182	0.05753275028
183	0.05717124883
184	0.05689582316
185	0.05647508287
186	0.05615926778
187	0.05583970442
188	0.0555134805
189	0.05524498528
190	0.05482781947
191	0.054442196
192	0.05413489424
193	0.05380368966
194	0.05348500297
195	0.05307495008
196	0.05267833464
197	0.05242717665
198	0.05210287948
199	0.05185615055
200	0.05170708283
201	0.05139059738
202	0.05114798692
203	0.05096866869
204	0.05072472412
205	0.05040035697
206	0.0500674871
207	0.04976946575
208	0.04952028589
209	0.04926171537
210	0.04895304061
211	0.04864234641
212	0.048346249
213	0.04805628604
214	0.04770587761
215	0.04746609871
216	0.04725233419
217	0.04692074217
218	0.0466444013
219	0.04641232666
220	0.04603183195
221	0.04588052797
222	0.04574000917
223	0.04548156349
224	0.04522823144
225	0.044939723
226	0.04462597022
227	0.04437644891
228	0.04408289014
229	0.0437832203
230	0.04357585633
231	0.04332291998
232	0.04310174232
233	0.0428793181
234	0.04273963879
235	0.04260788967
236	0.04233040238
237	0.04215394792
238	0.04198488372
239	0.0417793823
240	0.04163045585
241	0.04141908664
242	0.04118815572
243	0.04080594623
244	0.04066924737
245	0.04051803949
246	0.04033371397
247	0.04016518481
248	0.04000348353
249	0.03978079724
250	0.03951329544
251	0.03935296903
252	0.03918305491
253	0.03895156753
254	0.03874309076
255	0.03858059523
256	0.03838504833
257	0.03824627929
258	0.03812576002
259	0.0380102198
260	0.03777174028
261	0.03756712276
262	0.03730932021
263	0.03716381419
264	0.03697752992
265	0.03680168972
266	0.03660564917
267	0.03648301293
268	0.03629186095
269	0.03610667965
270	0.03596279226
271	0.03587253859
272	0.0357479649
273	0.03558682801
274	0.03544090212
275	0.03532201932
276	0.03522738064
277	0.03506455281
278	0.03494985781
279	0.03477675347
280	0.03467641303
281	0.03461999095
282	0.03452202403
283	0.03430819975
284	0.03414869584
285	0.03403085251
286	0.03385132111
287	0.03368854109
288	0.03349248171
289	0.03333082073
290	0.03313746079
291	0.0329803173
292	0.03288389207
293	0.032757314
294	0.03252646318
295	0.0323775404
296	0.03221374683
297	0.03214705798
298	0.03196694646
299	0.03187185725
300	0.03175995668
301	0.03161808734
302	0.03150498966
303	0.03133248617
304	0.03118965856
305	0.03111645921
306	0.03099515246
307	0.03088336874
308	0.03078618565
309	0.03065187249
310	0.03054082741
311	0.03041416668
312	0.03034986932
313	0.03018998744
314	0.03013936532
315	0.03005728249
316	0.02998036087
317	0.02987662585
318	0.02976894634
319	0.02968384818
320	0.02962440847
321	0.02951505052
322	0.02940269075
323	0.02927991377
324	0.02915478863
325	0.02910327996
326	0.02898900607
327	0.02892491546
328	0.02877873675
329	0.02871950659
330	0.02864640048
331	0.0285458728
332	0.02846722847
333	0.02836908713
334	0.02828555036
335	0.02816584463
336	0.02805046806
337	0.02793894335
338	0.02787789406
339	0.02776289325
340	0.02767356342
341	0.02754720773
342	0.02744425479
343	0.02739922906
344	0.02731771115
345	0.02722721165
346	0.02712636472
347	0.02708075757
348	0.02697819004
349	0.02688597301
350	0.02680701259
351	0.02669394993
352	0.02662259484
353	0.02650428757
354	0.02641930001
355	0.02637018925
356	0.02626705465
357	0.02617498283
358	0.02608933273
359	0.0260266243
360	0.02597366753
361	0.02582690569
362	0.02572722992
363	0.02563507257
364	0.02559191211
365	0.02551189936
366	0.02542565862
367	0.02532158652
368	0.02525351299
369	0.02521227715
370	0.02515667465
371	0.02505532475
372	0.02496575133
373	0.02488475014
374	0.0247907349
375	0.02470686662
376	0.02461972948
377	0.02450328418
378	0.02442471811
379	0.02435531849
380	0.02430412765
381	0.02420690593
382	0.024145937
383	0.02405789996
384	0.02400080447
385	0.02389184665
386	0.02382307991
387	0.02374651804
388	0.02367985209
389	0.0236035501
390	0.02354000796
391	0.02348064878
392	0.0234088374
393	0.02336705509
394	0.02327789836
395	0.02322874456
396	0.02314549802
397	0.02304991053
398	0.02297788437
399	0.02291341637
400	0.02284971117
401	0.02275824425
402	0.02267792867
403	0.02262145093
404	0.02254127533
405	0.02250658758
